"Identifier"	"Title"	"Frequency"	"Period"
"80408ENG"	"Livestock manure; key figures, 1950-2013"	"Discontinued"	"1950-2013"
"71836eng"	"Construction; finance, 2006 - 2008"	"Discontinued"	"2006-2008"
"72004eng"	"Construction; turnover, 2005-2012"	"Discontinued"	"2005 Jan - 2012 December"
"71999eng"	"Construction; turnover by size 2005-2012"	"Discontinued"	"2005 - 2011; 2005 1st quarter - 2012 4th quarter"
"81114eng"	"Construction; value added"	"Discontinued"	"2000 - 2011; January 2000 - December 2012; Q1 2000 - Q4 2012"
"37821eng"	"Construction; value added (SIC 1993)"	"Discontinued"	"1995 - 2010, QI 1995 - QIV 2010, January 1995 - February 2011"
"81987ENG"	"Construction; value added, 2005-Apr 2014"	"Discontinued"	"2005 - 2012, 2005 kW I - 2014 kW I, 2005 Jan. - 2014 Apr."
"80858eng"	"Civil engineering works; index 2005-2013"	"Discontinued"	"January 2005 - October 2013"
"70945eng"	"Civil engineering works; index 2000-2010"	"Discontinued"	"January 2000 - October 2010"
"37476ENG"	"Civil engineering works; index 1979-2004"	"Discontinued"	"1979 - 1997 (Feb, Aug), Jan.1998-Oct.2004"
"80573eng"	"CPI; rent increase by landlord"	"Discontinued"	"2009-2010"
"80503eng"	"CPI; rent increase by region"	"Discontinued"	"2005 - 2010"
"37631ENG"	"Dwellings rebuild. Costs index 1990-2003"	"Discontinued"	"January 1990 - December 2003"
"80330eng"	"House Price Index, COROP; 1995 - 2012"	"Discontinued"	"1995 January - 2012 December"
"71533eng"	"House Price Index, existing; 1995 - 2012"	"Discontinued"	"1995 January - 2012 December"
"80032eng"	"New dwellings; input indices 2005 - 2012"	"Discontinued"	"January 2005 - December 2012"
"70926ENG"	"New dwellings; input indices, 2000-2008"	"Discontinued"	"2000 - 2008; January 2000 - December 2008"
"03756ENG"	"New dwellings; input indices, 1995=100"	"Discontinued"	"1995 - 2004; January 1995 - December 2004"
"80278eng"	"New dwellings; outputindices 2005-2012"	"Discontinued"	"1st quarter 2005 - 4th quarter 2012"
"70956eng"	"New dwellings; outputindices, 2000-2008"	"Discontinued"	"4th quarter 2008"
"60011ENG"	"Price indices buildings; 1995-2004"	"Discontinued"	"1995 - 2004, 1st quarter 1995 - 1st quarter 2005"
"37132ENG"	"Price index building costs new dwellings"	"Discontinued"	"1995 - 2004; 1st quarter 1995 - 4th quarter 2004"
"60043ENG"	"Households in occupied dwellings"	"Discontinued"	"1982 - 2002"
"71835eng"	"Trade and industry; finance, 2006 - 2008"	"Discontinued"	"2006-2008"
"37931eng"	"Continuing vocational training '93-'05"	"Discontinued"	"1993; 1999; 2005"
"37729eng"	"Bankruptcies; companies, 1993-2011"	"Yearly"	"1993 - 2011"
"37463eng"	"Bankruptcies; flow data, 1981-2011"	"Discontinued"	"1981 - 2011"
"80045eng"	"Bankruptcies; Jan. 1993-April 2014"	"Discontinued"	"1993 January - 2014 April"
"37289eng"	"Bankruptcies per month 1993 -2014"	"Discontinued"	"1993 January - 2014 April"
"80158eng"	"Pronounced bankruptcies; 1993-Apr.2014"	"Discontinued"	"January 1993 - April 2014"
"71165eng"	"Investment climate transfer of knowledge"	"Discontinued"	"2000 - 2002"
"70074eng"	"Investments in fixed assets 2000-2008"	"Discontinued"	"2000 - 2008"
"80233eng"	"Enterprises; by activity, 2006-2010"	"Discontinued"	"2006-2010"
"80232eng"	"Enterprises; sizeclass, 2006-2010"	"Discontinued"	"2006-2010"
"80231eng"	"Local units; by activity, 2006-2010"	"Discontinued"	"2006 - 2010"
"80234eng"	"Local units; municipalities, 2006-2010"	"Discontinued"	"2006 - 2010"
"07223ENG"	"Establishment and closure of businesses"	"Discontinued"	"1993 - 2002"
"80555eng"	"Fixed capital formation; 2005 - 2014"	"Discontinued"	"2005 January-2014 April"
"80826eng"	"Patents; SIC93 applicant"	"Discontinued"	"2000-2008"
"70043eng"	"Fin.corporations;balance sheet 1998-2012"	"Discontinued"	"1998 - 2012"
"70054eng"	"Inst. investors; balance sheet 1998-2012"	"Discontinued"	"1998 - 2012"
"70140eng"	"Inst. investors; investments 1950 - 2012"	"Discontinued"	"1950 - 2012"
"37512eng"	"Inst. investors; inv. property 1980-2012"	"Discontinued"	"1980, 1985, 1990, 1995, 1999-2012."
"70684eng"	"Inst. investors; prop.,changes 1999-2014"	"Discontinued"	"1999 - 2013, 2003 Q1 - 2014 Q1"
"70645eng"	"Investments of inst. investors 1996-2014"	"Discontinued"	"1996 - 2013; 2005 kw I - 2014 kw I"
"70044eng"	"Inv. of inst. inv.; for. inv. 1980-2014"	"Discontinued"	"1980 - 2013, 2005 Q1 - 2014 Q1"
"81801ENG"	"Hairdressers; turnover, 2005 - 2013"	"Discontinued"	"2005 - 2013, QI 2005 - QIV 2013,  Jan. 2005 - Dec. 2013"
"7275eng"	"Hairdressers; developments 1993 - 2008"	"Discontinued"	"1993-2008; 1993 quarter I - 2008 quarter IV; 1993 Jan. - 2008 Dec."
"7274ENG"	"Hairdressers and beauticians 1993-2002"	"Discontinued"	"1993 - 2002;1st quarter1993-4th quarter 2002;January 1993-December2002"
"71821eng"	"Price indices services; index 2006 = 100"	"Discontinued"	"4th quarter 2002 - 4rd quarter 2011, year average 2006 - 2011."
"71843eng"	"Research; finance, 2006 - 2008"	"Discontinued"	"2006-2008"
"71846eng"	"Services; finance, 2006 - 2008"	"Discontinued"	"2006 - 2008"
"81242ENG"	"Gov.Finance Stat.; key figures 1987-2013"	"Discontinued"	"1987 - 2013; 2005 QI - 2013 QIV"
"60028eng"	"Participation in politics"	"Discontinued"	"1997 - 2003"
"80106eng"	"Social protection benefits 1994 - 2012"	"Discontinued"	"1994 - 2012"
"70122eng"	"The State; tax revenues 1999-2011"	"Discontinued"	"1999 - 2011; 1st quarter 1999 - 2nd quarter 2011*."
"60012eng"	"The State; government sector 1996-2010"	"Discontinued"	"1996 - 2010."
"81465ENG"	"Wellbeing; economic risks, 2003-2012"	"Discontinued"	"2003-2012"
"81467ENG"	"Wellbeing; education, 2003-2012"	"Discontinued"	"2003-2012"
"81471ENG"	"Wellbeing; environment, 2003-2012"	"Discontinued"	"2003-2012"
"81466ENG"	"Wellbeing; health, 2003-2012"	"Discontinued"	"2003-2012"
"81265ENG"	"Wellbeing; living conditions, 2003-2012"	"Discontinued"	"2003-2012"
"81469ENG"	"Wellbeing; part. and trust, 2003-2012"	"Discontinued"	"2003-2012"
"81470ENG"	"Wellbeing; safety, 2003-2010"	"Discontinued"	"2003-2010"
"81468ENG"	"Wellbeing; social relations, 2003-2012"	"Discontinued"	"2003-2012"
"7069eng"	"Aspects of (un)healthy behaviour"	"Discontinued"	"1989 - 2000"
"70636eng"	"Costs and financing of care"	"Discontinued"	"Discontinued on 11 December 2009"
"81893ENG"	"Health accounts; funct.,financ.2005-2013"	"Discontinued"	"2005-2013"
"81894ENG"	"Health accounts;provid.,financ.2005-2013"	"Discontinued"	"2005-2013"
"81892ENG"	"Health accounts; provid.,funct.2005-2013"	"Discontinued"	"2005-2013*"
"81173ENG"	"Health; pers. characteristics,2010-2013"	"Discontinued"	"2010-2013"
"71106eng"	"Health-related R&D, 2003-2007"	"Discontinued"	"2003 - 2007"
"81027ENG"	"Med. contacts, characteristics,2010-2013"	"Discontinued"	"2010-2013"
"70812eng"	"National statistics on sick leave"	"Discontinued"	"2002 - 2005, 2002 Q I - 2005 Q IV"
"7330eng"	"Sick leave; private sector"	"Discontinued"	"1993 - 2003, 4th quarter 1995 - 1th quarter 2004"
"71052eng"	"Consumption; 1995-Sep 2005"	"Discontinued"	"1995  2004, QI 1995  QIII 2005, Jan. 1995  Sep. 2005"
"70187eng"	"Households; average income, 1990-2000"	"Discontinued"	"1990 - 2000"
"81949ENG"	"Imports/exports; price, volume;1990-2014"	"Discontinued"	"1990 - 2013; Q1 1990 - Q2 2014; January 1990 - June 2014"
"81950ENG"	"Terms of trade in goods; 1990-2014"	"Discontinued"	"1990 - 2012; Q1 1990 - Q2 2014; January 1990 - June 2014"
"70992eng"	"Imports/exports;price, volume 1990-2013"	"Discontinued"	"1990 - 2012; 1990 January - 2013 April; 1990 Q I - 2013 Q I."
"71728eng"	"Terms of trade in goods;1990 - 2013"	"Discontinued"	"1990-2012;1990 January - 2013 April; 1990 Q1- 2013 Q1"
"37505ENG"	"Index figures on imports and exports"	"Discontinued"	"1996 - 2007 1996 January - 2007 December"
"37462eng"	"Vacancies;government and education 92-09"	"Discontinued"	"1993 - 2009, 1992 Q4 - 2009 Q4"
"37756eng"	"Vacancies; SIC`93, priv.firms, 1997-2009"	"Discontinued"	"1994 - 2009, 1994 Q1 - 2009 Q4"
"37518eng"	"Vacancies; SIC`93; total, 1997-2009"	"Discontinued"	"1997 - 2009, 1997 Q1 - 2009 Q4"
"81108eng"	"Employment; economic activity; 1969-2012"	"Discontinued"	"1969 - 2012"
"81095eng"	"Employment; quarterly; 1995-q1 2014"	"Discontinued"	"1995-2014, q1 1995 - q1 2014"
"80719eng"	"Registered unemployment 2001-2014Q3"	"Discontinued"	"2001 1st quarter - 2014 3rd quarter"
"37914eng"	"Registered unemployment; 1989-May 2010"	"Discontinued"	"December 1988/February 1989 - April 2010/June 2010"
"80718eng"	"Registered unemployment; 1952-2014Q3"	"Discontinued"	"January 1952 -2014 3rd quarter"
"37948eng"	"Registered unemployment; Jan52-May 2010"	"Discontinued"	"1952 - 1988, December 1988/ February 1989 - April 2010/June 2010"
"70173eng"	"Unemployment, labour force 2001-May 2010"	"Discontinued"	"3-monthly av. Dec.'99/Feb.'00 - Mar.'10/May.'10, yearly tot. '00 - '09."
"37840ENG"	"Labour force; history 1970 - 2006"	"Discontinued"	"1970 - 2007"
"71822eng"	"Labour Force; education level 2001-2012 "	"Discontinued"	"2001-2012"
"71855eng"	"Labour force; internat. def. 2000-2013"	"Discontinued"	"2000 - 2013"
"70085eng"	"Labour force; internat. def., 2000-2006"	"Discontinued"	"2000 - 2006"
"71958eng"	"Labour force; main figures 1996-2014"	"Discontinued"	"1996 - 2014 4th quarter "
"37940ENG"	"Working population by sex"	"Discontinued"	"1996 - 2006"
"70640eng"	"Cao wages; (2000=100), 2000-2014    "	"Discontinued"	"2000 - 2013; 2000Q1 - 2014Q3; jan 2000 - nov 2014"
"81096eng"	"Compensation of employees; 1995-q1 2014"	"Discontinued"	"1995-2014, q1 1995-q1 2014"
"81111eng"	"Compensation of employees; 1969-2012"	"Discontinued"	"1969 - 2012"
"70052eng"	"Contractual salaries public sector"	"Discontinued"	"1997 - 2005. Reference data on 31 December"
"81280ENG"	"Labour price index; 2006=100, 2001-2013"	"Discontinued"	"2001-2013 December"
"37847eng"	"Benefit recipients ethnicity 1999-2003"	"Discontinued"	"1999 - 2003 (end of the year)"
"37638eng"	"Disablement benefits by month, 1998-2010"	"Discontinued"	"1998 January - 2010 November."
"37527eng"	"Disablement benefits; inflow, outflow."	"Discontinued"	"1998 - 2009, 1998 January - 2009 December."
"03774eng"	"Unemployment benefits; amounts per month"	"Discontinued"	"1998 - 2009, 1998 Q I - 2009 Q IV, January 1998 - January 2010"
"37740eng"	"Unemployment benefits; in- and outflow."	"Discontinued"	"1998 - 2009; 1998 January - 2010 January"
"37879eng"	"Unemployment benefits; numbers per year."	"Discontinued"	"1998 - 2009"
"82303ENG"	"Tourism; key indicators 2005 - 2012"	"Discontinued"	"2005-2012"
"82304ENG"	"Tourist expenditure 2005 - 2012"	"Discontinued"	"2005-2012"
"7194eng"	"accommodation;capacity, guests '77-'10"	"Discontinued"	"1977 - 2010"
"37881eng"	"Daily time use"	"Discontinued"	"1997; 1999; 2001; 2003"
"70025eng"	"Guests accommodation; origin '98-'10"	"Discontinued"	"1998 - 2010"
"70024eng"	"Guests accommodation; region '98-'11"	"Discontinued"	"1998-2010; 1998 first q - 2011 third q; January 1998 - November 2011*"
"70021eng"	"Guests accommodations; region '98-'11"	"Discontinued"	"1998-2010; 1998 first q - 2011 third q; January 1998 - November 2011*"
"70026eng"	"accommodation; sleeping places '00-'11"	"Discontinued"	"January 2000 - November 2011*"
"70023eng"	"Guests accommodation;type origin '00-'11"	"Discontinued"	"2000-2010; 2000 first q - 2011 third q; January 2000 - November 2011*"
"70666eng"	"Guests accommodation;type '98-'10"	"Discontinued"	"1998 - 2010"
"70022eng"	"Guests hotels; nationality '98-'11"	"Discontinued"	"1998-2010; 1998 first q - 2011 third q; January 1998 - November 2011*"
"7408eng"	"Museums; general overview 1997-2009"	"Discontinued"	"1997-2009"
"7433eng"	"Museums; size, visits, region 1995-2009"	"Discontinued"	"1995-2009"
"7089eng"	"Museums; visits, finances 1993-2009"	"Discontinued"	"1993-2009"
"70631eng"	"Young people (12-29 yrs) and families"	"Twoyearly"	"1997, 2001 en 2003"
"81119eng"	"Production, income by activity 1969-2012"	"Discontinued"	"1969-2012"
"81170eng"	"Quarterly Nat. Acc.; values 1988-Q1 2014"	"Discontinued"	"1988 - 2013, Q1 1988 - Q1 2014"
"81171eng"	"Quarterly Nat. Acc; changes 1988-q1 2014"	"Discontinued"	"1988 - 2013, Q1 1988 - Q1 2014"
"81409eng"	"Environmental key figures 1995-2012"	"Discontinued"	"1995-2012"
"81400ENG"	"EGSS activities, 1995-2010 "	"Discontinued"	"1995-2010"
"82264ENG"	"Environmental sector; activity 1995-2011"	"Discontinued"	"1995-2011"
"82273ENG"	"Environmental sector; industry 1995-2011"	"Discontinued"	"1995-2011"
"81385ENG"	"Environmental sector; NACE, 1995-2010"	"Discontinued"	"1995-2010"
"81383ENG"	"Environmental taxes and fees 1987-2012"	"Discontinued"	"1987-2012"
"71585eng"	"Environment&economics figures,1995-2008"	"Discontinued"	"1995 - 2008"
"81398ENG"	"Water use and abstraction 2003 - 2011"	"Discontinued"	"2003 - 2011"
"71541eng"	"Key figures 1995-2011"	"Discontinued"	"1995 - 2011"
"81356eng"	"Economic growth 2008-2013"	"Discontinued"	"2008-2013"
"71154ENG"	"Economic totals per region"	"Discontinued"	"1995 - 2001"
"37054ENG"	"Economic totals per region, 2001-2004"	"Discontinued"	"2001 - 2004"
"81475eng"	"Fixed capital form. by type 2008-2011"	"Discontinued"	"2008-2011"
"81476eng"	"Fixed cap. form. by industry 2008-2011"	"Discontinued"	"2008-2011"
"71105eng"	"Fixed capital formation by region"	"Discontinued"	"1995 - 2001"
"81355eng"	"Production structure 1995-2011"	"Discontinued"	"1995-2011"
"71542eng"	"Regional accounts; economic growth"	"Discontinued"	"1996 - 2010"
"37925eng"	"Regional accounts; fixed capital form."	"Discontinued"	"1995 - 2008"
"37514eng"	"Regional accounts; households 1995-2009"	"Discontinued"	"1995 - 2009"
"37590eng"	"Regional accounts; production structure"	"Discontinued"	"1995 - 2008"
"71103ENG"	"Regional household accounts"	"Discontinued"	"1995 - 2001"
"7124ENG"	"Regional economic growth 1996-2001"	"Discontinued"	"1996 - 2001"
"3731ENG"	"Regional economic growth 2002-2006"	"Discontinued"	"2002 - 2006"
"71053ENG"	"Regional production structure"	"Discontinued"	"1995 - 2001"
"70090ENG"	"REJ SIC'93"	"Discontinued"	"1987 - 2001"
"81917ENG"	"Transactions sector households 1995-2011"	"Discontinued"	"1995-2011"
"81642ENG"	"Current accounts by sectors 1969-q4 2013"	"Discontinued"	"1969-2011, Q1 1969- Q4 2013"
"81641ENG"	"Financial accounts 1990 - q4 2013"	"Discontinued"	"1990-2011, Q1 1990-Q4 2013"
"81120eng"	"Output and income by sector 1988-2012"	"Discontinued"	"1988-2012"
"81640ENG"	"Sector accounts key figures 1969-q4 2013"	"Discontinued"	"1969-2011, Q1 1969 - Q4 2013"
"81117eng"	"Approaches of domestic product 1969-2012"	"Discontinued"	"1969-2012"
"70699eng"	"Consumer credit 1998-2013"	"Discontinued"	"1998 January - 2013 December"
"81384ENG"	"Emissions to water, 1995-2010"	"Discontinued"	"1995-2010"
"7336eng"	"Interest rates on the money market"	"Discontinued"	"1957 - 2001, January 1957- December 2003"
"7478eng"	"Investment and property investment funds"	"Discontinued"	"December 1993 - November 2003"
"37891nre"	"Macroeconomic data"	"Discontinued"	"1969 - 2009"
"81228ENG"	"Macroeconomic scoreboard 2006 - 2013"	"Discontinued"	"2006 - 2013; 2006 QI - 2013 QIV"
"81118eng"	"National net lending/borrowing 1969-2012"	"Discontinued"	"1969-2012"
"37720nre"	"Output, consumption, income"	"Discontinued"	"1969 - 2009"
"7462eng"	"Overdrafts on current accounts 1970-2013"	"Discontinued"	"1970 December - 2013 June."
"71250ENG"	"Producer Prices 2000=100 by ProdCom"	"Discontinued"	"January 2000 - August 2006"
"37595eng"	"Quarterly national accounts; values"	"Discontinued"	"1987 - 2010, Q1 1987 - Q1 2011."
"03751eng"	"Quarterly national accounts; changes"	"Discontinued"	"1987 - 2010, Q1 1987 - Q1 2011."
"81343ENG"	"Waste, origin and destination, 1990-2010"	"Discontinued"	"1990-2010"
"82374ENG"	"Energy cons. energy sector, 1967 - 2013"	"Discontinued"	"1967 - 2nd quarter 2013"
"82369ENG"	"Energy consumption industry, 1975 - 2012"	"Discontinued"	"1975 - 2012; 1999 1st quarter - 2010 4th quarter"
"82371ENG"	"Energy consumption transport,1955 - 2013"	"Discontinued"	"1955 - 2nd quarter 2013"
"70789eng"	"Renewable electricity, 1990-2013"	"Discontinued"	"1990 - 2013; 1st quarter 2002 - 4th quarter 2013"
"71457eng"	"Renewable energy; capac & prod 1990-2013"	"Discontinued"	"1990 - 2013"
"7516eng"	"Renewable energy; use,1990-2013"	"Yearly"	"1990 - 2013"
"81606ENG"	"Vervallen"	"Twiceyearly"	"2010"
"71840eng"	"Energy and water; finance, 2006 - 2008"	"Discontinued"	"2006-2008"
"72002eng"	"Energy and water; turnover, 2003-2012"	"Discontinued"	"2003 - 2012; kw I 2003 - kw IV 2012; Jan 2003 - December 2012"
"71837eng"	"Mining and quarrying; finance, 2006-2008"	"Discontinued"	"2006-2008"
"72000eng"	"Mining and quarrying; turnover 2000-2012"	"Discontinued"	"2000 - 2012; kw I 2000 - kw IV 2012; Jan 2000 - December 2012"
"80092eng"	"Industry production, sales, 2000-2012"	"Discontinued"	"January 2000 - December 2012  2000-2012"
"70696eng"	"Industry ; production,sales, 1995 - 2008"	"Discontinued"	"1995 - 2008; January 1995 - December 2008"
"37350ENG"	"Sales development in manufac. industry"	"Discontinued"	"1997 - 2005; QI 1997 - QIV 2005; January 1997 - February 2006"
"80447eng"	"Emission factors for road traffic; 2008"	"Discontinued"	"2008"
"81010eng"	"Emission factors for road traffic; 2009"	"Discontinued"	"2009"
"37687eng"	"Public water supply, 2000 - 2003"	"Discontinued"	"2000 - 2003; January 2000 - December 2003"
"80138eng"	"Sewage disposal; finance, 2006 - 2008"	"Discontinued"	"2006-2008"
"37970eng"	"Asylum requests; key figures"	"Discontinued"	"1975 - 2006"
"37591eng"	"Asylum requests; international 1990-2009"	"Discontinued"	"1990 - 2009"
"03740eng"	"Asylum requests; citizenship, 2007-2011"	"Discontinued"	"2007 - 2011; 1st quarter 2007 - 4th quarter 2011"
"37312eng"	"Households; key figures 1995-2013"	"Discontinued"	"1995 - 2013"
"70851eng"	"Key figures 2002-2050"	"Discontinued"	"2002 - 2050"
"03766eng"	"Key figures 2010-2060"	"Onceonly"	"2010 - 2060"
"81593ENG"	"Population forecasts 2012-2060"	"Discontinued"	"2012-2060"
"7196ENG"	"CPI; all households (1995=100)"	"Discontinued"	"1996 - 2002; January 1996 - December 2002"
"7198ENG"	"CPI; derived series"	"Discontinued"	"1996 - 2002; January 1996 - December 2002"
"7197ENG"	"CPI: all households,  low & high income"	"Discontinued"	"1996 - 2002; January 1996 - December 2002"
"70145ENG"	"CPI; all households (2000=100)"	"Discontinued"	"2000 - 2006; January 2000 - December 2006"
"70746ENG"	"CPI; househ. of wage earners (2000=100)"	"Discontinued"	"2001 - 2008"
"7242ENG"	"Netherlands, Eurozone and European Union"	"Discontinued"	"1996 - 2005; January 1996 - December 2005"
"71934eng"	"Producer Prices; ProdCom, 2000-2012"	"Discontinued"	"2000-2012; January 2000 - December 2012"
"70753eng"	"Producer Prices by ProdCom; 2000-2008"	"Discontinued"	"2000-2007; January 2000 - December 2008."
"71935eng"	"Producer Prices; SBI 2008, 1981-2012"	"Discontinued"	"1981- 2012; January 1981-December 2012"
"70752eng"	"Producer Prices by SBI '93; 2000 - 2008"	"Discontinued"	"2000-2007; January 2000 - December 2008"
"71534eng"	"Daily global market prices 2006-June2012"	"Discontinued"	"2006 - 2011; 02 January 2006 - 28 September 2012. "
"81860ENG"	"Daily global market prices 2006 - 2013"	"Discontinued"	"2006 - 2012; 02 January 2006 - 28 February 2013. "
"71715eng"	"Asylum requests; 1998-2007"	"Discontinued"	"1998 - 2007, 1st quarter 1998 - 4th quarter 2007"
